time,seconds_elapsed,dBFS
1773231999287000000,51.877,-32
1773231999399000000,51.989,-30
1773231999510000000,52.100000244140624,-33
1773231999621000000,52.211,-33
1773231999733000000,52.323,-29
1773231999843000000,52.433,-36
1773231999953000000,52.543,-26
1773232000065000000,52.655,-31
1773232000177000000,52.767,-24
1773232000288000000,52.878,-25
1773232000398000000,52.98800024414062,-27
1773232000510000000,53.100000244140624,-31
1773232000621000000,53.211,-25
1773232000733000000,53.323,-26
1773232000844000000,53.434,-24
1773232000953000000,53.543,-27
1773232001064000000,53.654,-28
1773232001175000000,53.765,-28
1773232001286000000,53.87600024414063,-20
1773232001397000000,53.987,-20
1773232001509000000,54.099,-24
1773232001619000000,54.209,-20
1773232001731000000,54.321,-21
1773232001841000000,54.431,-19
1773232001952000000,54.542,-10
1773232002064000000,54.654,-17
1773232002176000000,54.766,-18
1773232002287000000,54.877,-20
